aa_id,consent_id,timestamp,phone_number,fiu_id,fip_id,purpose_code,purpose,data_range_from,data_range_to,validity,filetype,signature
AA1,3e57ce51-ff63-4eb2-b23a-b08a4391a711,2025-04-30T07:10:20,9612802458,FIU001,FIP034,102,Financial Reporting,2025-05-28,2025-10-08,2025-10-08,CREDIT_CARD,7ecf0864d9b5a333f64628f6d784b626265d0bed9c0cd70d253775f7e6a8fbdb
AA1,ca99eea1-134d-4d5c-aef3-1469475e2fe7,2025-04-25T20:22:52,8050033863,FIU016,FIP010,103,Credit Underwriting,2025-01-21,2025-04-14,2025-04-14,INSURANCE,338334c601be2619855d0ecf9f26abe2724a7d0c27a5b7c38434e3e8bf5f15bc
AA1,957ea75e-a622-46ec-9700-29f471e51c01,2025-05-14T22:07:45,7466225245,FIU026,FIP032,103,Credit Underwriting,2025-05-23,2025-07-25,2025-07-25,MUTUAL_FUNDS,a1eeeceb2fd321d6d52522435dc70e4bcbf1ec0f5e18199fefdfd6b65b4587f9
AA1,a6e03ee3-6464-4ed0-a06a-f205e07e4053,2025-04-21T13:28:04,9147236857,FIU010,FIP039,102,Financial Reporting,2025-03-17,2025-06-12,2025-06-12,MUTUAL_FUNDS,5a1c4d2f723742f59de28a3a30cf7c0d8d9cb332723449d05a2113bcb378d47f
AA1,5d9326c1-9f5d-472f-9880-5feddf2d2949,2025-03-22T17:04:57,8410775967,FIU043,FIP012,102,Financial Reporting,2025-01-22,2025-04-14,2025-04-14,DEPOSIT,a7e68d6ff4f718da3ef27f79a1451b2d4d73baace168abed779a66b541bb1100
AA1,d808c1fa-bbde-4745-9dd9-fb7953a72b48,2025-02-13T10:52:41,7584851128,FIU004,FIP023,103,Credit Underwriting,2025-04-21,2025-06-14,2025-06-14,CREDIT_CARD,0f08dc4de8906560a3ec4d32385c5b094f37a1b661c7f73e56ba52c82f98900e
AA1,d80a777e-20f2-4e71-9f31-875867c3319f,2025-04-02T06:25:40,7006851740,FIU023,FIP037,104,Account Query and Monitoring,2025-03-07,2025-04-14,2025-04-14,INSURANCE,231ccc19bd590097363db035c235ebdd725f657e5e8c8ffe4ff2a7d5cfe406dc
AA1,5021b3e2-5257-4993-b228-547b4c61ecb3,2025-01-25T19:53:52,7926958266,FIU020,FIP007,102,Financial Reporting,2025-02-16,2025-05-10,2025-05-10,CREDIT_CARD,1a8b331ba4f2851c320a2ea323d5b5878e4e991a6f8f04fda08437ab0aa3c997
AA1,77a74bfe-06a1-485d-bfa6-bc81509780b0,2025-05-09T16:41:25,7897217788,FIU019,FIP017,101,Personal Finance,2025-02-02,2025-07-07,2025-07-07,MUTUAL_FUNDS,36b352e28d6ffabf073dee728eeb009bae6faa8363dfb6e8d6a17a2515c78e96
AA1,59729ffa-277b-47ac-8967-978041c2ec22,2025-01-28T18:05:04,9538337676,FIU016,FIP001,102,Financial Reporting,2025-05-06,2025-07-05,2025-07-05,CREDIT_CARD,ea50160a9168f545421488bb244066ccb4b4ef132a427e0b2555d36c1b83eee9
AA1,333fd772-2666-41d3-b73e-b6c5fec20381,2025-04-18T17:28:45,7449822579,FIU035,FIP033,104,Account Query and Monitoring,2025-04-05,2025-06-25,2025-06-25,MUTUAL_FUNDS,3b8070c93ba0466e984ecb7ae5cf00fb6544406e6d0540e6d7773e13dc355a9f
AA1,f6246430-686a-4a2b-8b3e-fde09eb31662,2025-03-09T03:32:38,8969474725,FIU022,FIP029,102,Financial Reporting,2025-03-07,2025-06-25,2025-06-25,MUTUAL_FUNDS,726e08c8b82350329ed09ac2786f2dbc879db76904afda83f2e092b63fce5271
AA1,349e865b-742c-4536-be66-5dfc0472bc7e,2025-06-04T08:20:11,9524934206,FIU003,FIP025,101,Personal Finance,2025-04-17,2025-07-28,2025-07-28,CREDIT_CARD,3a6f3ff4885c0d9497f3c7b825ba2188fb2c0fab3f2b81bdc2e40d0d7eff0f89
AA1,b1db2fcb-d2a8-4514-b81b-bc9d275b567b,2025-05-08T04:23:54,7509552928,FIU004,FIP021,102,Financial Reporting,2025-04-20,2025-08-20,2025-08-20,CREDIT_CARD,7e57eed9cefc7302d69759b018ecaec9563f91a8b6cf767c63106b24d262c79b
AA1,426ec1c3-e16e-4307-a264-89907ce92163,2025-01-10T19:46:46,9640754630,FIU048,FIP004,103,Credit Underwriting,2025-03-02,2025-06-20,2025-06-20,MUTUAL_FUNDS,dcc30eae22d6a1fa8507877dffed74d25cadfd31f77c33048dd28cd9b25e57b7
AA1,a97be940-9eab-47b8-97ed-5f30696a247b,2025-05-29T13:29:07,7617919553,FIU046,FIP018,104,Account Query and Monitoring,2025-05-04,2025-10-25,2025-10-25,CREDIT_CARD,4b53b409dd350a579977f9db743b7bd70faa24ac98f63b9af6dfd54204029982
AA1,c17bd216-8915-4c4f-808c-7759445e3a19,2025-03-11T04:56:38,8573513809,FIU001,FIP022,104,Account Query and Monitoring,2025-03-24,2025-05-11,2025-05-11,MUTUAL_FUNDS,030ca74defc1045670f7dcc501ed893139ca81bf64b6130363aedf7b85ff0148
AA1,0a29e8e3-b0e3-4716-8215-b4b21c250a3e,2025-05-19T02:29:18,7048755155,FIU014,FIP025,103,Credit Underwriting,2025-03-08,2025-05-08,2025-05-08,MUTUAL_FUNDS,a884173cc0ff5ab3c5648e5bb94417a1893b482759b8cf8063308604ff283acf
AA1,c492537d-31cb-4d52-a8e2-eabcc89c8685,2025-04-29T16:04:23,7300853470,FIU049,FIP015,101,Personal Finance,2025-04-29,2025-10-18,2025-10-18,CREDIT_CARD,3967c7a665c5f0b7866f0dc51f6c378df683babb30f3233075d9340d8789bc3f
AA1,f0981664-b8be-4c2a-956a-1853f3707355,2025-02-17T05:59:11,8731499329,FIU037,FIP019,103,Credit Underwriting,2025-01-07,2025-06-18,2025-06-18,MUTUAL_FUNDS,57627a7dc2832f1170cb3c32cde00b78f77b1a7ec175cc8a566aa893941fe071
AA1,69e6922f-be71-451a-9b40-639b261d19a6,2025-05-26T04:45:05,8720095105,FIU014,FIP049,102,Financial Reporting,2025-03-16,2025-07-30,2025-07-30,CREDIT_CARD,7bc6544e1de241e441dfcaa76900110825acaa5b82b10e538df0fa43e3c00b47
AA1,891aa9dc-4e7d-4435-b199-a1d3389ec65d,2025-06-24T14:49:24,9745680782,FIU014,FIP019,101,Personal Finance,2025-03-03,2025-07-17,2025-07-17,CREDIT_CARD,ea5e840caf885ca5e3c0f6086c9e4c9368195d44267a96b6b5b52042c0c1b39f
AA1,20ff3f50-bd01-4ca0-9bff-d3ab3e8a9d46,2025-04-02T18:24:19,9320973765,FIU002,FIP027,104,Account Query and Monitoring,2025-02-12,2025-04-10,2025-04-10,INSURANCE,396872d0300f26dd75b20c6e84a5931493f9a0b724dee3a1d64dc3bef823520a
AA1,a378d3dc-cfba-4f0b-86de-594c87e6d4bb,2025-03-20T17:05:42,7646239943,FIU036,FIP016,102,Financial Reporting,2025-02-27,2025-06-19,2025-06-19,MUTUAL_FUNDS,d1447530dcd1d1b89dad9eba11b3431b0e9d26b25dc29022b3c4ee93b47dd3ea
AA1,b7a472fe-2fb9-483a-9b90-c3d30bc1d9ec,2025-05-09T15:05:01,7274530919,FIU022,FIP028,102,Financial Reporting,2025-01-30,2025-07-29,2025-07-29,INSURANCE,9f89db83c5ac5faecb63c23c1e9bb8f43e85bd60a951318d5ec3738dbd278729
AA1,8c44539f-ebc1-41f0-bca8-a7c131a9cc79,2025-06-23T17:49:51,7437079170,FIU018,FIP024,103,Credit Underwriting,2025-04-01,2025-07-11,2025-07-11,DEPOSIT,95775bf253598999379696dcfe34fdc1d10cf54d6f53c0cf7e36e81e6e94c9a7
AA1,d9df03bf-1f2d-4ff8-9345-a8cb9e887f1c,2025-02-02T16:21:40,7661785133,FIU006,FIP017,104,Account Query and Monitoring,2025-01-26,2025-07-14,2025-07-14,DEPOSIT,33435ae532de09e664fba761a89f8f1c7a5b3d6fcedda569561d8b7024fca0ba
AA1,581d9567-cce5-49d2-a6d2-ae836f7edeb7,2025-06-13T23:39:11,7458506105,FIU050,FIP023,103,Credit Underwriting,2025-04-06,2025-06-16,2025-06-16,CREDIT_CARD,e3480043769593ddf3f0fe2aa18c91ca6726126336b4cd77c4d231c5232bfe76
AA1,50f5f8ac-7e75-40a7-824a-71b72ff7f675,2025-02-07T21:46:14,9925363813,FIU031,FIP047,102,Financial Reporting,2025-04-04,2025-09-08,2025-09-08,INSURANCE,d2607dfe6c9c113129d96f8565ea4a81490746b0678b05e9666a07918b962737
AA1,833e3ed6-0231-41c1-be97-bca0206494a4,2025-06-01T23:07:50,7772703721,FIU018,FIP039,104,Account Query and Monitoring,2025-05-23,2025-09-11,2025-09-11,MUTUAL_FUNDS,bd702ebad770b0af9e77ffc7d427b70ecda9a30ddff706a14a84a2d2c0d704e7
AA1,f6a7a358-fd42-4ead-a015-8d34db0dd441,2025-01-02T06:06:46,7671982529,FIU017,FIP038,104,Account Query and Monitoring,2025-04-05,2025-05-26,2025-05-26,INSURANCE,f0ab7e0e64b15b8776cf08760759278f571e8f8e82daa860ce4fc454d9a300e5
AA1,d4235c76-fb50-492e-ad13-d6c087b80fbf,2025-01-14T04:21:56,8432211866,FIU009,FIP037,102,Financial Reporting,2025-04-23,2025-09-25,2025-09-25,CREDIT_CARD,cd8a22411255f395b9b022946b1e05590175226b2e98610396c2b28db61b3f6f
AA1,9ac0edf9-3101-4b96-ab19-03ab2fba432f,2025-05-04T22:26:07,7097759385,FIU033,FIP028,103,Credit Underwriting,2025-03-31,2025-06-24,2025-06-24,DEPOSIT,eb8a80696fb05d4ddc18859515b1f99957618ebc0b2d2aeacbf76df6f9af0b1e
AA1,aca19678-248a-4b24-bcff-c62df606d9f8,2025-02-10T00:39:12,8034874654,FIU022,FIP041,103,Credit Underwriting,2025-03-23,2025-04-22,2025-04-22,DEPOSIT,71d7d74e05e88c47e8b553815ea4e245ac818885611cf61883f43154e7cfbc57
AA1,d3785a14-b792-4e06-9e27-74640063d058,2025-04-30T16:52:29,9805667682,FIU015,FIP007,103,Credit Underwriting,2025-04-08,2025-09-19,2025-09-19,INSURANCE,d0d7eae8cb4c755396b6785b3a1d3187a55d6dd418873cebd0ee2df01b58982e
AA1,60d91d4f-1ac7-469e-8deb-83bb7d038788,2025-06-18T21:00:03,8474156562,FIU018,FIP049,101,Personal Finance,2025-04-01,2025-09-23,2025-09-23,INSURANCE,62fd8f677a51dbe99ba4c72f7d1f5ec9e804cbb441e2c6d2705b28c476906ec5
AA1,d9e1d8db-a54b-4159-9116-1e57910d9997,2025-02-10T09:35:57,8819291934,FIU019,FIP007,104,Account Query and Monitoring,2025-01-31,2025-05-11,2025-05-11,MUTUAL_FUNDS,e1a33e792e513fae59669d469db84b2daf52312cd8b5897de7e14e7d141571f5
AA1,76f3a66f-8508-4776-8850-035381b1de6e,2025-02-06T19:10:00,8081209435,FIU008,FIP008,104,Account Query and Monitoring,2025-01-07,2025-05-20,2025-05-20,DEPOSIT,4925a019bbcbdb8dd80f106c202896b5e378b83af332611d1c26d1450fae1de5
AA1,b0068382-8f6b-4da5-be0a-01e4a67343d2,2025-03-13T17:52:19,9078077536,FIU013,FIP040,102,Financial Reporting,2025-05-23,2025-06-26,2025-06-26,CREDIT_CARD,2d28d2c6be7939836a17adc1cea6952c95f7d8f3a8eb4aae8a45c4c78355131d
AA1,9eb72087-f4f5-407a-9ae2-2b4968f181ae,2025-02-02T06:23:20,7587185253,FIU015,FIP031,101,Personal Finance,2025-04-18,2025-07-20,2025-07-20,DEPOSIT,39a40c2c20d21aa19fb104ef7800fd28ea1f3626d7a9a75582b76737537e3caf
AA1,5573fd40-4102-49a2-91f4-4975a3159a3b,2025-02-26T17:06:58,8754345052,FIU023,FIP033,104,Account Query and Monitoring,2025-04-25,2025-06-22,2025-06-22,DEPOSIT,53ca2f09373ff8613bd52db9883955323f6c60de1be807aff6f1d0b3b04fa2fb
AA1,71a0cc23-6a6f-42f6-b3fd-0c88ca751e3a,2025-02-18T22:57:01,8379324325,FIU020,FIP042,101,Personal Finance,2025-04-21,2025-06-03,2025-06-03,DEPOSIT,a8c4f0e4aab2dbfc9600a50342b294c5f0cdb134ce331681248f473f633d68fb
AA1,02b8a03d-8ecb-4011-bc84-3990edbbfbdf,2025-06-11T21:38:58,7611947233,FIU016,FIP028,104,Account Query and Monitoring,2025-01-25,2025-05-11,2025-05-11,MUTUAL_FUNDS,a4db4f1dd419245f939c28ff18355f5dd8c97469008e2fdcf18fe803c703736d
AA1,303bcc6f-e9d8-4a44-ad44-8ec6380f24a8,2025-02-09T06:51:23,8065614024,FIU004,FIP020,103,Credit Underwriting,2025-04-16,2025-07-04,2025-07-04,MUTUAL_FUNDS,e0002c2a1ad9fd86cac00d78aead01207a185074cada65c3be5298c78fdf74ae
AA1,f3eecd5e-1bea-4865-acd1-a87b06177441,2025-02-28T21:16:14,7545381080,FIU031,FIP002,104,Account Query and Monitoring,2025-03-13,2025-07-23,2025-07-23,DEPOSIT,d3a8ae3cb1f4f99c0c4c12130cfc500d66c359b278ece6fbbcb1f33d2c62b896
AA1,cc365dbc-0ccf-4aa1-8aec-af9cea487c65,2025-05-24T20:15:42,8920100992,FIU025,FIP037,101,Personal Finance,2025-04-12,2025-06-28,2025-06-28,CREDIT_CARD,c6501498db8318d3b0ffdc3657ebc220d95c0ba5507449bc5259c216c3e958a8
AA1,f5cdcfeb-104b-4a2a-8a0b-e0386733d736,2025-04-01T04:56:02,7455162879,FIU047,FIP002,103,Credit Underwriting,2025-02-18,2025-04-05,2025-04-05,MUTUAL_FUNDS,bbcf138653df6b5d599b4f1be09cd2a255fc65a3e6d216f94a5af9eacba5c8b5
AA1,de23c9f5-0e53-4e2d-b9ec-246deb143e7b,2025-02-25T03:41:24,9223850998,FIU040,FIP025,102,Financial Reporting,2025-02-09,2025-06-24,2025-06-24,MUTUAL_FUNDS,ed3fcfd93cea3de45a2cb9752bef27ab4cb05e615f60a1b63b410a536c9da212
AA1,28725658-7b08-4ed6-a892-95c8790aa361,2025-06-30T07:21:58,7979044882,FIU050,FIP020,102,Financial Reporting,2025-05-01,2025-08-31,2025-08-31,MUTUAL_FUNDS,4acd73d65705bd67feae7ee8c39a49c9d821eaa2b08eab3201a9a302b7e9933e
AA1,ae924e6b-2c9f-498b-8b21-4bb6a0411017,2025-01-29T17:08:10,7268066089,FIU028,FIP013,104,Account Query and Monitoring,2025-02-24,2025-05-23,2025-05-23,DEPOSIT,8956b99375cecf26f261048fe612f72c3999b8719ea28b2d38e304e67ab1889d
AA1,c3d6019c-94c9-4a7a-898d-7c2ed584d92b,2025-01-01T23:26:49,7313895763,FIU020,FIP002,104,Account Query and Monitoring,2025-02-21,2025-05-05,2025-05-05,CREDIT_CARD,a581cb6ae98abcd213cc3ac0a9f789f9ce45d70ba04f2544a0bc1b303a03e1ac
AA1,88921aef-27ba-4e88-b373-47ef577f2ddb,2025-03-21T19:21:10,7561562436,FIU042,FIP014,101,Personal Finance,2025-05-08,2025-09-07,2025-09-07,MUTUAL_FUNDS,18d389ba1dc2abf0263950a572e7ce061382c82d393cec045cb6b32bc3866a10
AA1,be45060e-1665-4364-bfcc-2654316263e7,2025-02-01T10:02:21,8089876275,FIU046,FIP003,102,Financial Reporting,2025-04-02,2025-07-29,2025-07-29,INSURANCE,d50cdad1990de5f973f6c176ecc3509d893e6091b79fcd890d75236bdfe7c88e
AA1,8577c798-daab-4874-8197-7a34785575f9,2025-03-20T17:56:44,8111423865,FIU013,FIP024,101,Personal Finance,2025-02-07,2025-06-21,2025-06-21,MUTUAL_FUNDS,14611aebf06ad21f6cbffb56ebc3ef8d6dc5b8bbe0c70d1835e8dba558c75987
AA1,c18f51f1-120d-480e-805f-d2b0298c679e,2025-04-05T15:14:00,7736519856,FIU017,FIP023,103,Credit Underwriting,2025-01-27,2025-05-19,2025-05-19,MUTUAL_FUNDS,7a5638a6d5ff9456f0e9109d9c0e52e5ac7fa86b9086cbc2f291f4104c00db6d
AA1,e9c5c394-3479-4c56-915e-27490b95ef75,2025-04-07T11:24:15,9468937549,FIU025,FIP005,104,Account Query and Monitoring,2025-03-24,2025-05-12,2025-05-12,CREDIT_CARD,bbb3ac1ac6b4d812e167e0b434d37e544c9fdfcbba9d2782cdcddb0dbcc4d864
AA1,1a9ff595-20d8-44b6-820f-caa571c9b7c0,2025-03-12T07:46:04,9289098143,FIU019,FIP033,101,Personal Finance,2025-02-02,2025-05-20,2025-05-20,INSURANCE,2a52207addda2811bf8223342439623fae3faf70f1084f14b31e0582e36eff66
AA1,522c1de9-f551-458a-88e1-4bd2521e64a8,2025-04-11T12:39:43,7403219697,FIU025,FIP039,103,Credit Underwriting,2025-03-18,2025-05-26,2025-05-26,MUTUAL_FUNDS,8718b80524d2d7294bfec25d780a8c25a390e1ae88c2a4376e1b1ee7218d4493
AA1,7f1e68a9-292f-403c-ba35-d9e9fbd5a8e6,2025-02-13T17:24:43,7978095827,FIU004,FIP042,103,Credit Underwriting,2025-05-17,2025-09-18,2025-09-18,CREDIT_CARD,19e132af6e8a0a71e4269e4f6746512ccd3ab873e1635c7054ab48b47c4b95c6
AA1,61352ba1-a561-42ad-b6d6-8d4ef812ba96,2025-01-21T17:07:59,7235151069,FIU032,FIP031,104,Account Query and Monitoring,2025-03-08,2025-08-16,2025-08-16,CREDIT_CARD,55fd3bebee3b4b21eb719dfd943bff7bb93a34e76e330122339f7b30037c8881
AA1,51a75683-957c-46e9-a690-fb75047e450f,2025-02-04T21:49:59,9497663379,FIU005,FIP020,104,Account Query and Monitoring,2025-02-17,2025-06-04,2025-06-04,MUTUAL_FUNDS,2b4aad0f2c6e93a8e9e77774b1698105bb6c0f659d510dd52ffb649540c7aa74
AA1,594f8ee9-38bb-49fe-9d4d-1dc4096b543f,2025-05-26T09:41:51,8612543589,FIU025,FIP002,102,Financial Reporting,2025-02-27,2025-07-31,2025-07-31,CREDIT_CARD,8864f3f7726769722159dbf17361f6353c5386d340c0a37a227cbf63cc2d151f
AA1,7ab6ac09-c7c5-4c8e-bb98-57ef02248328,2025-03-13T23:13:37,9039037269,FIU032,FIP041,104,Account Query and Monitoring,2025-05-04,2025-08-29,2025-08-29,MUTUAL_FUNDS,81a79ecf7aba2d9c0aa359904cc23c4489a1352a5e7ab82b35633e4781b99f1f
AA1,23abb6ff-6873-4eea-b27f-2ef1a9cba953,2025-04-12T19:41:33,8034456131,FIU008,FIP030,103,Credit Underwriting,2025-01-25,2025-05-23,2025-05-23,MUTUAL_FUNDS,2ef13855a2a845e848e16a43d179c969ce5db287002da28ac03a6e8de96f8ec2
AA1,291d8028-9916-4be5-9746-5d1608f9aca7,2025-01-27T21:38:02,8243555689,FIU015,FIP025,101,Personal Finance,2025-04-24,2025-10-03,2025-10-03,MUTUAL_FUNDS,681fe69c36ffea0afc2eedc26aa90e6c24bc5b919d15234bde0eb03d0d9cb6fc
AA1,eee5f897-e6f6-432a-8c46-b50f84cb2431,2025-06-04T01:18:35,8652206201,FIU038,FIP004,103,Credit Underwriting,2025-03-20,2025-08-10,2025-08-10,CREDIT_CARD,db89930d53bb769e760879c03ae68a1a091531e63d6d0ba8df91a4ed3081b6e1
AA1,2758a512-db4e-4895-8e4c-568ee4190b98,2025-03-15T03:53:50,8068982831,FIU040,FIP028,103,Credit Underwriting,2025-02-22,2025-08-11,2025-08-11,DEPOSIT,42f01f9f4085115eccb54747e8ad9874eb51ef95ba3cb950b281b971f974cc83
AA1,6d271d91-6d19-420d-b27f-8419f137e8ec,2025-02-06T14:12:03,8565870101,FIU018,FIP005,103,Credit Underwriting,2025-05-11,2025-07-05,2025-07-05,DEPOSIT,84eddec6894f671042f2b8f8cdac7a87b3bbaf9414579e7930031c0492b0b43c
AA1,2a572624-c398-4216-b8e6-5a56c94fe73d,2025-05-20T19:19:32,7811307302,FIU022,FIP003,104,Account Query and Monitoring,2025-01-22,2025-04-29,2025-04-29,CREDIT_CARD,ec57d1dbe91015421c917a3cbbfaaaad3e05e31a1429246dfc5cad224f4ac279
AA1,0a937b45-fe3c-4e89-999a-01ef74348c1f,2025-03-25T07:30:04,9707632652,FIU013,FIP025,104,Account Query and Monitoring,2025-04-01,2025-05-14,2025-05-14,DEPOSIT,72b5e9cb3eaa996f4b3ef3b453e46d048a58e0ea58d5a5f50d6a0d79e4efaa9a
AA1,7a42ce43-84e0-4ba3-8db2-8e852a17d146,2025-03-19T00:48:33,7059163039,FIU047,FIP016,104,Account Query and Monitoring,2025-01-03,2025-03-14,2025-03-14,DEPOSIT,49b6b1af065a5ed1e6a80e1c4b34456545db4451e5c317d8787c7946a36ef87a
AA1,caf0a00e-fd50-4854-a128-8f3d122871fd,2025-04-05T14:14:28,9590143955,FIU021,FIP028,102,Financial Reporting,2025-03-03,2025-06-13,2025-06-13,DEPOSIT,7f76911adb05535c332a54787e7bb1e40267c6d389b830a904a2a1cdfa58ddef
AA1,0d8a480a-af66-4de8-aa4a-a5568e8c62f6,2025-04-17T12:04:24,8779695095,FIU024,FIP024,102,Financial Reporting,2025-05-20,2025-08-16,2025-08-16,MUTUAL_FUNDS,ba194411ff6ed50247757992db71b34595c32544fef53a765fb2a7b7f7c60898
AA1,5026b7c2-2877-4821-8e7b-7b32d33c523e,2025-03-19T03:07:48,7143450647,FIU029,FIP004,104,Account Query and Monitoring,2025-01-08,2025-05-14,2025-05-14,CREDIT_CARD,a5411ca6722e09f170f66d64855de13fb244ac0ead8cbb9a300393614abb3366
AA1,9c49a9c1-fb62-4e1b-8a1b-8fd4b35ad979,2025-01-29T23:11:03,9874632495,FIU049,FIP028,102,Financial Reporting,2025-01-09,2025-05-29,2025-05-29,CREDIT_CARD,efacb990e46cf32c933d2511412db7da7f8134aa41a91f7992931997f8800896
AA1,4d1a035a-7fed-47cb-b7f0-6ca82fe8ad1e,2025-02-11T02:42:22,8248957654,FIU030,FIP026,101,Personal Finance,2025-03-16,2025-07-27,2025-07-27,DEPOSIT,183cbe4c8d0f0c85012e593b633dd68bb381498e8a277cb25e777c9e294ff7b0
AA1,3f9cc043-6b5c-4d81-9e12-50ea440097f6,2025-05-06T04:11:12,9480533786,FIU030,FIP031,103,Credit Underwriting,2025-01-25,2025-05-25,2025-05-25,MUTUAL_FUNDS,8aea02598707fc1c0a0ba0b457c2163cef063192f2b3b330c78b6ab2a3e9b188
AA1,f6351fde-3deb-4b77-afd6-b85783e7a73c,2025-06-13T04:45:30,8560714021,FIU031,FIP014,102,Financial Reporting,2025-01-17,2025-05-25,2025-05-25,MUTUAL_FUNDS,06bfaa51d5f7e9619ca7576a901d7e075b96df287f108b97323b40162fa22f94
